Order_ID,Order_Date,Customer_ID,Customer_Name,City,Pincode,Product_ID,Product_Name,Category,Quantity,Unit_Price,Total_Amount,Discount,Final_Amount,Payment_Mode,Delivery_Time_Minutes,Delivery_Status,Rating,Review,Delivery_Partner
ab00e43b-a25b-433a-a6a4-dceecd7af2d9,2025-06-14,f106a522-a99d-4f73-be77-9f976929980d,Erica Ruiz,Mumbai,16477,0183444d-5252-447f-b76e-b3c4e0ceeacd,milk,Beverages ,,-5.0,,10.0,,Card,60.0,Delivered,5.0,,Carolyn
48913651-496e-4001-a119-f2bf8be82d4d,2025-05-26,4d519595-81a3-4b79-85a4-6a72ced79a01,Christopher Little,Bangalore,45385,64bcced4-3676-4990-a79f-11d4e6fc432c,Cola,Dairy,-1.0,50.0,-50.0,0.0,-50.0,Wallet,45.0,Pending,6.0,Role traditional computer cause red worker site.,Rachel
1570d160-b199-46d0-b52a-07678d5c1522,2025-01-25,3a9d090c-984f-41c5-9f92-b77b5e988da5,Manuel Buchanan,bangalore,29411,692018b8-2a31-4d3c-ba72-35ebced273a8,,,-1.0,50.0,-50.0,10.0,-60.0,Card,45.0,,3.0,,sophia
70a0a696-0181-4566-aff3-fbb5cd5f7f43,2025-03-05,0a6a01ea-7b42-43b7-bd14-9a38210283b2,Joshua Garner,delhi,92795,78bbcb1b-c387-4b02-aae1-f63eb69d090c,Toothpaste,,-1.0,,,-3.0,,Card,15.0,Pending,,,Dustin
c2f7685c-c60e-470f-b546-f81508b6fa9f,2025-01-06,24e8ab60-bf5e-4c3d-b849-b3e54b4781f0,Daniel Madden,,60167,f27ec3d5-6679-4b38-ae49-09c5c94eedbd,Biscuits,Snacks,-1.0,20.0,-20.0,0.0,-20.0,Cash,45.0,Pending,6.0,,Brett
be63b413-89f9-45d8-9555-87b774bd2b50,2025-01-30,d04d4d43-0b12-4437-858b-f6b829ab3996,Benjamin Smith,,16228,ec40e005-c102-45c7-8cef-5447a7c18d99,Apple,Dairy,1.0,50.0,50.0,10.0,40.0,UPI,,Pending,5.0,,Jonathan
9de1278c-efff-47b4-8b88-1fab112a31bc,2025-01-03,97b54133-f21e-48b8-b5b3-b93b8128ea1d,Ms. Sarah Obrien DDS,Kolkata,13913 ,e921c021-d9cb-4f17-a07e-66fd1347ebf3,Apple,Personal Care,1.0,50.0,50.0,0.0,50.0,UPI,45.0,Pending,3.0,,Sarah
7ecec7ed-1f30-4d05-af70-2eb8a7a8a617,2025-02-01,299491b6-f4d5-46e9-b624-cf0ec9d63ecf,Brandon Waller,Delhi,44751,7e373031-f0af-43e0-918b-574dd4deb0fd,Toothpaste,Vegetables,10.0,50.0,500.0,5.0,495.0,Card,,Cancelled ,4.0,,Jessica
781e467e-ad1c-4649-a8df-7c7a38619ee8,2025-01-10,6f9f3003-6f8d-492d-b604-780ebc982816,Chelsea Rice,Chennai,42887,00b90a98-0b52-412b-8a66-f18aa0522ec7,Apple,Dairy,2.0,10.0,20.0,-3.0,23.0,Wallet,45.0,,1.0,,Betty 
7bc403c8-716a-4430-beb5-c1509f152996,2025-06-21,ccd19a51-2361-43e1-996e-ed391d4d6f03,Crystal Williams,Hyderabad,08353,02d29d79-5b2b-4f35-b837-9ffbb554df3f,Apple,Grocery,-1.0,100.0,-100.0,10.0,-110.0,,15.0,Cancelled,4.0,,
0f6f6f4c-6a27-4e5e-b2e1-49f22e442090,2025-06-05,f9cfab91-36ca-401e-a021-bb716dbd72b0,Melissa Johnson,,92438,548f1046-fe12-46a0-9e0f-bb0d664b2a30,Shampoo,Household ,5.0,20.0,100.0,10.0,90.0,Wallet,,Pending,4.0,Late learn whose include.,James
6ade9b8c-9492-41d6-89bd-3f5b6970c6f0,2025-01-12,50a5818f-bbb7-4f4a-986f-af54734b0427,Dalton Griffith,Kolkata,35405,e83cd149-a362-4a39-b54a-233d82b5bf42,Biscuits,Grocery,1.0,,,0.0,,Wallet,-10.0,Pending,4.0,,Melissa
d2708622-fc3c-489d-9b83-f0d12a513806,2025-06-11,3ef582f8-8a69-4a63-86f4-5c043b0f0425,Amy Taylor,Bangalore,,6270723d-9bcb-40b0-b4d3-7d6aa2229ac2,Biscuits,Fruits,3.0,100.0,300.0,,,Wallet,45.0,Pending,5.0,,Brian
d171669f-e57b-48ea-b6cb-b5e8c9b714d3,2025-04-08,03f8fc0d-3fee-4ac2-a081-366489e87baa,Robin Rodriguez,Kolkata,80985,c072ba97-83b4-41d8-871c-8d3b411ba807,Milk,Personal Care,,100.0,,0.0,,Wallet,-10.0,Pending,,Number financial guess environmental challenge.,Kevin
9f189002-1f25-4ad8-9386-e43b46159b0c,2025-03-20,8ef5a2a2-e286-47e8-8b39-482937b2069e,Shari Bryant,hyderabad,59550,17cb4a71-f76a-4a46-8a45-c5b5db3eb501,Biscuits,Beverages,10.0,50.0,500.0,0.0,500.0,Wallet,120.0,Pending,3.0,,George
a6477ab7-daf5-49d6-b695-8276fb1f1993,2025-05-12,1a323495-3dac-4dba-bcb4-f0afc0cbe9aa,Ryan Rogers,Chennai,,c728c834-25b6-42bc-afd6-f98853fede53,Cola,,10.0,10.0,100.0,5.0,95.0,Card,,Pending,,,Kristy
13ba4392-d603-4e56-bbca-a0faae91bc88,2025-04-23,a1958711-b1de-4939-b6da-15d4bbd4b1ca,Michael Williams,Mumbai,81931,2fa6ee5f-656d-4790-967c-22d03e5f0b46,Bread,Snacks,-1.0,50.0,-50.0,0.0,-50.0,Cash,-10.0,Delivered,5.0,Plant two protect civil what community interview.,Wesley
9c13e984-803d-4b38-9831-e7e3614f62d1,2025-01-08,2cbaea11-ff3e-46a0-a148-815c735df3e8,Michael Mcfarland,Mumbai,79492,d96ee228-c571-4e6c-a3e8-37347ed57259,Biscuits,Dairy,10.0,50.0,500.0,5.0,495.0,UPI ,120.0,Pending,6.0,Street stand likely thus.,John
,2025-03-01,46cf5ad0-60db-464a-9362-5a745945b61c,Ashley Jordan,Hyderabad,09821,24b07dc3-4aab-4993-ad83-59040cf20a08,Bread,Grocery,5.0,,,5.0,,Cash,60.0,Delivered,6.0,Yeah risk so address treat account forward condition.,Marissa
5ff948d5-40d7-495b-be5d-644bb7efe992,2025-06-10,3f7e2bcf-2bd9-4015-90dc-f689077d9db9,Paul Juarez,Delhi,72426,3911c7dd-fdde-4bd3-b1a5-e12099225232,Milk,Dairy,5.0,-5.0,-25.0,0.0,-25.0,Card,45.0,Delivered,,Shoulder especially instead wife military.,Jeffrey
bb9caa80-b916-4488-8494-3bc22125a754,2025-06-02,377d4e48-6ab0-4d4f-8156-d8dc33f50d9c,Jessica Wallace,Bangalore,29354,b674eb2d-e788-4b41-bc30-65375b6f4126,Toothpaste,Dairy,5.0,20.0,100.0,0.0,100.0,Cash,,Delivered,3.0,,Sharon
4a95c595-27cd-440e-9ef8-29ba79a94d92,2025-01-19,920b59dd-f0b3-4a65-a51a-7b135d4f3b5b,Raymond Reyes,Kolkata,28828,28c4efc2-cebb-4848-8ba5-822b69402404,Onion,,2.0,100.0,200.0,,,Cash ,120.0,Delivered,4.0,Conference cut camera cold.,Peter
084f9d5e-b924-4b5b-88db-da7e48e9e2bc,2025-01-14,42bdde29-7438-4c4c-9675-a17cd3bb37a9,Casey Donovan,Chennai,68289,e9911a31-1a86-40de-9e02-f9a13b998c32,Toothpaste,Vegetables,,20.0,-20.0,0.0,-20.0,Card,45.0,Cancelled,3.0,Discuss star Mrs maintain cup finally light friend.,Brittany
0ab51402-260e-47d8-8838-2768a7d80282,2025-05-30,3ad18a2b-dcda-42d9-94ae-e1cd007e27c1,Terry Campbell,Delhi,63743,02f5d987-c029-4e79-9071-f94272715b17,Bread,Snacks,10.0,-5.0,-50.0,-3.0,-47.0,UPI,15.0,Delivered,5.0,,Joshua
a47c3d65-6e3c-4dfc-aae7-9755fc7105ba,2025-06-20,1fe114aa-46a3-480c-8a17-1f3813e64270,Tara White,Mumbai,54894,a8563300-a63c-42e4-aab6-d8cd69f7eac9,shampoo,Grocery,3.0,-5.0,-15.0,-3.0,,Card,-10.0,Pending,,,Michael
fa3be13a-0a79-49eb-9cba-dfec7df29461,2025-05-09,b0720571-f978-403c-81a9-dd45af2d01c2,Jane Turner,Bangalore,84285,5af260a5-f0e8-4c7f-bcab-3fc1cee344a1,Apple,Household,5.0,50.0,250.0,-3.0,253.0,Card,120.0,cancelled,2.0,,Sean
02594723-e9c6-480e-af6a-ed3322683d70,2025-03-22,1153ebaa-09d0-4eed-a409-fa5b31fece86,,Mumbai,39324,d99c6cbb-dd21-4c0b-8c91-6e1a764eb6da,Bread,Fruits,,10.0,,,,Cash,45.0,Pending,2.0,,Mary
b9d1f8ca-5ccf-4d1d-8708-88860d048f9a,2025-02-10,fb8a8720-1266-4c07-9dfe-1bb4446c48f3,Amy Campbell,Chennai,06803,ebfe2101-d51a-4cdd-8e6b-83806548f49d,Bread,Household,2.0,,,10.0,,,120.0,Cancelled,2.0,Try possible son reduce step already occur.,Matthew
7ffd4087-7529-4a15-bcd0-ec69c45906fc,2025-04-04,7e2d6d9f-8bd1-4821-a016-fb62d35dabc1,Mark Lewis,Delhi,13598,1c5eb1a9-208d-426d-a2c9-0d597cec3e1d,Soap,Vegetables,10.0,100.0,1000.0,0.0,1000.0,UPI,15.0,Delivered,,,Sabrina
b8c6abdd-885a-4857-9911-ba7e9894b383,2025-01-11,7f45e318-7b39-4cf7-8b16-06e65de07a82,Carol Harrison,Hyderabad,26297,12de5f55-65da-47b1-a084-bf26af168cba,Shampoo,Vegetables,10.0,-5.0,-50.0,0.0,-50.0,Wallet,,Cancelled,,,Kristina
6067e1c9-20dc-4249-9fab-48f74dd25bdc,2025-05-13,8d8d786f-b1da-4700-be79-4bbc134970fa,Samantha Pearson MD,Bangalore,74713,06fe99b7-c2f8-4ca0-810e-1f2075eececc,Bread,Fruits,2.0,,,0.0,,Cash,120.0,Delivered,2.0,,Heather
d28c66eb-2276-45f4-8cf1-4bc6f64209b7,2025-05-14,2a9becef-dddf-40a6-9975-a3b1be80df56,joshua ramos,,06567,cba668c1-bc21-4806-8aab-8507fe060fcc,Toothpaste,Beverages,,10.0,,10.0,,Cash,60.0,Delivered,2.0,,Emily
267eea9f-8829-4a2f-b7fb-bc6e630b4eae,2025-04-14,175bc6f9-2d9c-47c6-9f3f-f72ba8ca2adb,John Mills,Chennai,52299,8b1f80f8-1de9-4c7c-9e89-fc4ec62028a7,Soap,snacks,-1.0,10.0,,-3.0,-7.0,UPI,30.0,Pending,,,Maria
033ce7da-5479-42eb-8205-df3591fffc2f,2025-01-04,31f501a9-b080-42b6-979f-f62b645fde1f,Jose Young,chennai,61696,50ad17ea-9e04-4301-ad69-cf54adf4a931,Bread,Dairy,-1.0,20.0,-20.0,-3.0,-17.0,Wallet,30.0,pending,5.0,,David
e3402fbb-d91e-472c-99a7-e94657e0a7f7,2025-03-26,b6961728-b4b8-48e0-9cd8-9aa343bd0052,diane nash,Kolkata,46063,e361219d-33ad-4ee4-a19a-b0b5e21007cc,Onion,,3.0,-5.0,-15.0,0.0,-15.0,Wallet,60.0,Cancelled,6.0,Interest me even piece score institution medical.,Zachary
e062b392-5d27-49c1-8872-930e33cc4072,2025-05-07,eb91a688-e8d0-470e-a3d0-fb54d5e1ec29,,Hyderabad,74969,3eb9b908-30c2-47ff-876b-440b867df991,Toothpaste,Personal Care,2.0,100.0,200.0,,,wallet,-10.0,Pending,5.0,,Colleen
6de1e36e-d1ed-4c4a-9bd8-6549d0899d77,2025-03-23,dfc6c84d-a4d1-45a3-bc4d-d5d417ac6355,Mr. Michael Grimes,Hyderabad,80491,d93d243d-f29f-4ce2-9f24-ede4d6906ac8,Soap,Personal Care,,10.0,,-3.0,,,,Cancelled,,,heather
53f452c2-7543-4112-bcab-e10b3bf14a34,2025-06-05,a78c172b-baee-489d-91cc-25faa9b3dbce,Vincent Patterson,Hyderabad,98515,d5914e56-87c6-4a9c-8052-8bceec15af7c,Milk,Vegetables,2.0,20.0,40.0,10.0,30.0,UPI,30.0,Pending,3.0,,William
987fd864-2b2f-4e00-b1c7-b379e0d1cfcb,2025-05-06,c0edc4c2-87bd-4040-8d24-63bc1d29e7f0,Joshua Lindsey,Bangalore,64755,f0ffc289-bfc0-4996-8add-406704061ef4,Shampoo,snacks,1.0,100.0,100.0,5.0,95.0,Wallet,30.0,Delivered,4.0,,Destiny
241ae25a-0ebb-48c7-94bd-28c29f095094,2025-04-21,73eeacb8-9e68-4b36-932b-b8617f4a1d60,Rick Baker,bangalore,46810 ,f2516faa-c2e9-4d5d-9292-4dba8401c457,Cola,Beverages ,-1.0,-5.0,5.0,-3.0,8.0,Card,45.0,Pending,5.0,,James 
45ba84b9-d1ba-4ef1-a237-c5709e4fe15f,2025-01-30,9d3f6275-4c93-48f4-8258-ae10b7ee9491,Stephen Rodriguez ,Kolkata,50835,772259df-e57a-4211-a9b3-8064e98654a4,Apple,Snacks,5.0,-5.0,-25.0,10.0,-35.0,Card,-10.0,Cancelled ,2.0,,Richard
58d952d7-c48b-4842-8ab4-f8186a7059fd,2025-03-23,4b0cbf9c-ce15-4cab-bba3-3e4c2797d441,Kimberly Howard,Delhi,68852,9573aadc-743c-4cd5-969b-e9e5f3bdcd72,Toothpaste,Dairy,10.0,10.0,100.0,0.0,100.0,UPI,-10.0,Pending,,Themselves certainly director against three human speak.,Ernest
838bf51f-9578-4854-9c3d-adb4073551a7,2025-04-09,058193a9-38d4-4c16-84fb-865cd706f17d,Shawn Liu,Mumbai ,98342,d796c162-4095-48db-a94a-7dda159e543c,Shampoo,household,5.0,10.0,50.0,,,card,-10.0,Pending,3.0,,Carlos
b8430a1b-93e8-494c-be21-9185b4720d82,2025-01-25,5fad0d6d-e91a-4656-a211-39b192f78fa3,Joshua Roberts,Chennai,85629,2ad8cb93-996c-408e-916b-112afb99664f,Toothpaste,Grocery,,20.0,,5.0,,Wallet,-10.0,Cancelled,2.0,,Nicholas
e31d6835-b99c-4f40-9a32-1ca0712cd84a,2025-04-12,e0dcc0ff-4489-4905-bb58-93f1b713745f,Sierra Ruiz,Chennai ,37754,261af3d7-e99a-41ac-8c9e-14ec4575631a,Cola,Personal Care,,,,,,,-10.0,Cancelled,4.0,,Amy
f25a3735-d700-48e1-a7f2-f4f77318b29d,2025-01-08,e6ebdbf8-21a1-47b6-9e1b-6d3df3d5921c,Timothy Rios,Hyderabad,03075,ea83f7b9-ca22-4246-bf7f-cd21ff333e2d,Shampoo ,,1.0,100.0,100.0,5.0,95.0,Cash,-10.0,Pending,5.0,,Christine
84758d32-cea0-4ba8-b46e-f09552cd76ff,2025-03-30,45ed4d85-f746-4568-879a-de9a020cd180,Lisa Snyder,Kolkata,36118,607f9984-c71c-463e-8799-8c53158ff2fe,,Grocery,1.0,-5.0,-5.0,10.0,-15.0,UPI,60.0,Cancelled,3.0,,Kimberly
182b1586-8a3a-4537-a5bb-a1feb70aa702,2025-01-12,21654b49-c03f-46cb-b942-cb6e05f549c5,,Chennai,81560,7db5b7fc-0137-4a61-aa4a-61271e34fc84,Soap,Household,5.0,,,0.0,,Cash,15.0,Cancelled,6.0,,Ronnie
61770da0-825c-4177-9991-d711eff0bade,2025-05-25,dbb97fc9-d79b-4e2d-8b45-26d3ea008590,Stephanie Lynch,Kolkata,98483,f82c60ec-5b28-427b-bf6b-7741f5c5c056,Biscuits,Grocery,-1.0,,5.0,5.0,0.0,Card,45.0,Cancelled,,,Jeremy
f77660b0-835b-498a-9e9e-20beb85eebed,2025-02-10,e355e42a-d0b7-48c3-b099-4bfa13ea6f5e,Mariah Jackson,bangalore,07161,0f65307b-6640-4ad1-a6da-250926c4ff64,Shampoo,Vegetables,10.0,10.0,100.0,0.0,100.0,,15.0,Cancelled,2.0,Bag begin the green activity throughout.,Lisa
3dabede4-3418-46f4-ab6a-222c480e85fb,2025-05-13,b2667455-a73c-4a63-9a40-29671ddb53dd,Jennifer Chavez,Bangalore,,f5dff565-9f6c-424c-8ec2-387c502ffe9e,Cola,,5.0,20.0,100.0,,,UPI,60.0,Pending,,,Jesse
312de3ad-5103-4371-b19e-37fe5c420ddc,2025-02-10,dc842733-50a0-4c6d-8f8c-11692be527d6,,Bangalore,95760,9b823fa5-b67b-47bf-8b72-40c3281daf7d,Cola ,Personal Care,1.0,,,10.0,,,,Pending,6.0,Hot our stop item stop.,Jon
3d8618b4-bfd2-49f3-93e0-0df35bd5141c,2025-04-17,8d3c5944-addc-4388-9d1d-2efca3b27e59,David Gonzalez,Hyderabad,59655,8e6277e6-71f6-4995-890c-f9a15a29f617,Cola,Fruits,-1.0,,-50.0,0.0,-50.0,Card,45.0,Delivered,4.0,,Chase
45ae5a4c-6753-4e1b-80ea-5c8dd49a1fa1,2025-03-28,d0038845-27fb-410b-aaba-0cd4802f28db,Pamela Oconnor,Hyderabad,,d73427d2-b708-44f3-b661-78d725e415ff,cola,Beverages,2.0,-5.0,-10.0,10.0,-20.0,,45.0,Cancelled,1.0,Arm tonight other at approach team career.,Oscar 
d65ddcd0-14fd-4519-9884-c208df02fb90,2024-12-21,a12c78ae-02e4-4608-9304-da832249d9f4,Michael Carroll Jr.,hyderabad,,396ea979-e184-4b54-807b-4228b80d6c04,Cola,,5.0,,,,,Wallet,,Pending,5.0,Country issue human.,Wesley
9d85b172-644b-439e-a267-8e40f49032be,2025-03-13,2f6c9307-5c03-412c-961f-69095f5d7d6f,Monica Phillips,Hyderabad,23176,96e0f396-b316-4b44-a11c-3959bd26044f,Apple,Personal Care,3.0,10.0,30.0,5.0,25.0,Card,30.0,Pending,2.0,,Samuel
9a5c8a22-4004-44f5-b29f-373a0cd49d2f,2025-02-08,47e9f0cd-c127-4ddc-aaf8-13815fe1f33d,Jason Roberts,Mumbai,,6d393514-0fb2-44c6-b010-b3b108696ab2,Apple,,1.0,,,10.0,,UPI,15.0,Delivered,4.0,,Albert
bf8c1577-5caa-4e6b-8666-034baf7b4825,2025-02-04,be00318e-442e-4c50-9ff3-3ff664e02974,Brett Green,Chennai,39152,cddcff7f-a77b-4716-b69a-7ca9dd6c47a2,Toothpaste,Vegetables,10.0,100.0,1000.0,5.0,995.0,UPI,15.0,,1.0,,Evan
930bf857-a218-412a-8b3a-dcf72c42b4b5,2025-05-19,a8e530e0-ed08-48c7-ba7d-bccbd26eefdb,James Robinson,Chennai,64775,67725096-0cdf-4046-8a3a-56c3f5de821c,,,-1.0,50.0,-50.0,5.0,-55.0,Cash,-10.0,Pending,4.0,,alexander
760dbd88-b113-485a-95ec-bcb8003644a9,2025-02-20,2439d69f-01ee-42d9-9159-41a78dcb7cdc,Veronica Peterson,Chennai,85125,c3300054-b791-4ab8-b3d1-bc8b5e89d351,,Grocery,1.0,50.0,50.0,-3.0,53.0,Cash,45.0,pending,5.0,,Debra
100f86de-4a63-4c21-8b3b-7c89f7a3350f,2025-02-20,116595aa-0efc-45a4-acc8-63ef29378def,Christian Mann,Kolkata,29915,2fbb1c52-2af6-42e2-8798-8049bfb7c135,Biscuits,Vegetables,2.0,-5.0,-10.0,5.0,-15.0,Wallet ,-10.0,Delivered,6.0,,Chase
2b797a90-ad14-45cc-ad8e-abf2a8ac0f98,2025-04-07,2598a08b-a765-4027-a9e8-6242a54d1f4f,Jeffery Young,Mumbai,71230,498293ca-4095-4689-8ad8-21774951eb11,Bread ,Fruits,5.0,10.0,50.0,-3.0,53.0,Card,15.0,Delivered,4.0,,Tyler
f936e839-b641-494f-a559-919c6cbd2a5f,2025-04-14,6da6747a-8159-4259-9775-9894fc01ec14,Tiffany Gardner,Delhi,46486,ed24ed26-57a5-445e-9a62-8926cf8926fd,Soap,Snacks,1.0,,,5.0,,UPI,,,5.0,,Catherine
e1988e6f-f138-4e7d-aceb-e9b6e543a9d3,2025-04-14,e0370263-0248-4a89-9ba6-111f0dd566fa,Christine Graham,Kolkata,43166 ,2a552b42-f5ca-4706-8a68-f1e59f6c3a96,Apple,Household,3.0,100.0,300.0,,,Card ,,Delivered,2.0,,
d3e8775e-18bf-4453-9a92-24dde2cf46b9,2025-02-13,3dbfe04c-2376-4911-9bfd-443e0d5689b5,Sherri Martinez,Chennai,,88ba17bf-e1e0-46e4-aff7-b83d5caa2135,Soap,Personal Care,,,,,,UPI,60.0,Pending,5.0,,Victoria
6c6af28a-a974-4e4c-812a-39a3d996586a,2025-03-24,6e4e20d3-ab5c-4337-8b39-36e08b445403,,mumbai,24764,d3f68a75-2a30-4b27-b429-7c19f39932c9,Milk,Grocery,2.0,50.0,100.0,10.0,,,120.0,Cancelled,1.0,Anything short laugh religious cover.,Christine
74ab4569-b3c6-4bcd-bef1-194a67478651,2025-02-16,a6927602-79b7-4666-961b-a1b766ba20dc,John Johnson,,99940,228e465c-e757-4b02-b4ee-262c7aa3ed1b,,Personal Care,3.0,50.0,150.0,,,Card,,Cancelled,6.0,,Jennifer
450be1f1-3011-4c72-b767-0a36415a4481,2024-12-29,1bb2547d-1e16-49a5-9f3d-4f65aff16982,Michael Simpson ,Delhi,07708,50e9cd29-b858-4e1e-ad03-922da64211bf,Biscuits,Grocery,3.0,100.0,300.0,-3.0,303.0,Wallet,,Pending,4.0,One indicate maintain watch.,Barbara
45598b4b-0f22-4993-9175-631b7f9a889b,2025-01-29,8874898f-4532-4bc1-a36b-f59f4bfd97ed,Jennifer Shaw,Mumbai,68397,48ab3cc3-f604-470b-9897-f82f5e1ecb0e,Biscuits,Dairy,,100.0,,5.0,,Wallet,60.0,Pending,4.0,Claim within large.,Louis
6a390acb-89b5-4574-a4de-e109b12e800c,2025-06-05,d9a9f310-bff7-4a83-b921-a4b4b29743c2,,Chennai,99919,ea360828-5fa1-47f0-80a0-846498d013c8,Onion,Beverages,10.0,10.0,100.0,,,UPI,45.0,Delivered,5.0,College meeting treat billion day.,Tracy 
624882a8-a8db-4989-8cab-bd5ab9c8efcb,2025-06-09,8f065caf-4f1e-4773-ba8e-c12ff84a6ab4,Kenneth Walker,,05735,f6b67dad-c156-4f4d-a2b6-051a424458cb,Bread,Beverages,-1.0,20.0,-20.0,,,Wallet,-10.0,Pending,,,John 
9abfc8d3-b884-489d-a61f-626f08982b84,2025-02-25,2b85579d-af6d-4057-bdb6-25fbfbc7c4ad,,Chennai,05445,cdfc6787-144c-4704-aa30-e626d5f518f0,Onion,Personal Care,2.0,10.0,20.0,10.0,10.0,UPI,60.0,Delivered,5.0,,Jennifer
0c794677-75eb-46fb-8518-0b6c272345a8,2025-05-28,f92cee22-9b8b-41c6-ae6b-d00e0bb37edf,Lee Franklin,Mumbai,92138,5540973a-7191-44f2-b803-b27b218423c3,Onion,Household,,100.0,,-3.0,,Wallet,30.0,Cancelled,1.0,,Dennis
bf81f4d6-7100-432e-ae9e-9c3197dc5714,2025-03-30,cd755532-e19e-4f15-af99-c6fa879b5aca,Emily Holden,Delhi,21371,048aef44-a1d8-4f4d-a20f-c30a037f5e30,Bread,Personal Care,2.0,20.0,40.0,0.0,40.0,Cash,30.0,Pending,3.0,,Madeline
411c5817-700a-4b87-aee4-1198d543bb04,2025-05-08,4eaeb51d-e07e-48b8-a550-ec1df973be1e,Ronald Kelly,Kolkata,88499,491b59a0-59e3-4ccd-be74-1a8329052003,Biscuits,Grocery ,3.0,-5.0,-15.0,5.0,-20.0,Card,15.0,Delivered,4.0,Trouble camera subject tree.,Taylor
06e7ab6f-f7b9-4969-b063-d103e51f74bd,2025-04-06,ec11a024-ebcf-47bf-b187-7edba1670dbe,Erin Martinez,Bangalore,57938,9b28ca37-8a9a-4b0f-aac5-53c36bbf9756,,Grocery,2.0,-5.0,-10.0,-3.0,-7.0,Card,30.0,Cancelled,4.0,,Lauren
42135f3a-e584-4b10-8a8d-eaac121dd50b,2025-05-16,e3bd0326-e2f3-40f1-884e-68106b07a1c0,Robert Gross,Bangalore,73651,38e95e1c-f076-406e-9bc7-390f6be073c5,Biscuits,Personal Care,-1.0,20.0,-20.0,0.0,-20.0,,-10.0,Cancelled,1.0,,Kimberly
5d1f6302-08f4-4365-a30b-bcdab17af83b,2025-05-14,15fdcb4e-70c6-485c-891a-e19567c72aef,Michael Bailey,Chennai,80846,9d194b5a-52fb-44e6-82f7-6e47c055e367,,Household,5.0,100.0,500.0,0.0,500.0,Cash,60.0,Cancelled,2.0,,Alexandra
5b0fba1e-fa64-4dd9-a2e9-da358c990975,2025-06-13,12020e43-6616-47d2-8dec-e30484b0d4b6,Bradley Ferguson,Chennai,08995,8f476b62-1955-4dc8-bbc6-b0082b21d37d,Soap,Personal Care,3.0,100.0,300.0,-3.0,303.0,Card ,45.0,Cancelled,6.0,Might serious Mrs former push.,Frederick
7c381ee2-f021-49a6-9be7-bd548953ea73,2025-02-27,e6737a69-2d6c-4dde-b2cd-97a050785756,David Key,Chennai,79296 ,5728b2a0-d379-4108-aff8-4205341784be,,Dairy,,100.0,,,,Wallet,120.0,Pending,3.0,,Cody
c5c3dc55-dece-4e96-8c16-e881d5d0d18f,2025-04-01,a5f2b710-076c-45dd-a1c7-2959b4b762df,Jennifer Ross,Hyderabad,30893,673592e5-0779-4d08-826a-eca2d51c1e83,Soap,Dairy,5.0,10.0,50.0,,,UPI,60.0,Delivered,4.0,,kimberly
c486cebd-4b5c-45cc-b2e1-816725ec0808,2025-06-20,5dc736b9-09c8-4e33-a213-859904ee91f1,Douglas Johnson,Hyderabad,58243,2510ed79-4764-49d1-b390-67b7d8e4b099,Shampoo,Personal Care,10.0,100.0,1000.0,,,Card,15.0,Delivered,3.0,,Tammy
339fd331-1863-475f-9683-8187e24ce3c3,2025-05-28,7e02471e-024f-471d-9925-8bc465344e36,Rachel Lewis,Kolkata,46485,61812657-b879-458a-8ee8-a5cc48f8e95e,Bread,grocery,5.0,,,5.0,,UPI,45.0,Cancelled,5.0,,Deborah
3c68c0f4-baf6-40e2-92b1-41d8ee2c73e1,2025-02-20,515e8107-9228-4b7b-8dca-f4141360b0bd,Linda Carter,Hyderabad,41098,ce40ce6d-2e97-4746-8606-e92d3a9f37eb,Milk,Snacks,1.0,20.0,20.0,-3.0,23.0,Cash,45.0,delivered,5.0,Down need wish box dream candidate.,
cb7141a8-9930-4b45-89b8-21acc329e610,2025-01-13,d85d6b17-42bf-4e14-8d08-9fe034969559,Kevin Schwartz,Delhi,57921,e305dd71-50ee-4579-b808-b1f53bb0d50a,Biscuits,Household,3.0,10.0,30.0,10.0,20.0,Cash,60.0,Cancelled,2.0,Large gun wife too pass less city here.,Nicholas
d9eaae3d-7739-4cab-995a-0c0772c1ad76,2025-06-09,fcd6625e-c2e3-46a8-8059-b5388c83aeb0,Joe Simon,Mumbai,59215,5e8e363b-230e-453c-aee2-bba830fd632d,Apple,Vegetables,1.0,100.0,100.0,5.0,95.0,Card,15.0,,,Woman agency rest response.,Amy
29332aed-f0f0-459b-ba28-875c81e923e0,2025-04-02,320cfdf7-8a59-4184-9efb-5a20ce33846a,Allison Gomez,Delhi,09217,744a0f9e-2945-4e19-83b4-5f59a88b76a3,Soap,household,1.0,10.0,10.0,10.0,0.0,Card,,Delivered ,6.0,,Molly
a89b1242-d17a-435b-8cf0-faee58052047,,01cd3ce5-b792-44ee-a59f-1e53ea7e5bd9,,Mumbai,08195,58e7ac1a-e955-48af-9a38-36b781692d22,Apple,Grocery,,50.0,150.0,-3.0,,Card,30.0,Pending,1.0,,Janet
1be9c7d0-98bb-4762-b167-44fa9b97da6a,2024-12-29,ca60f8bb-c876-4f9c-a99f-5b658a5b421a,George Matthews,Bangalore,02208,dbaaa1da-c6ad-4740-8ea8-40429cd28c53,Soap,Beverages,-1.0,-5.0,5.0,0.0,5.0,Wallet,60.0,Pending,6.0,,Michelle
